config_id,side,lookback_col,top_pct,rebalance_days,sharpe,sortino,max_dd,calmar,cagr,turnover,error
lo_057,long_short,mom_126d,0.3,42,0.047977613920309865,0.04407680795773895,-0.41497158679734414,-0.006932666768331212,-0.0028768597295916187,0.035844521246739404,
lo_058,long_short,mom_126d,0.3,63,0.13728335394109567,0.12834604513461137,-0.3518818825387461,0.0267318825807204,0.009406465166308609,0.029517697104118504,
lo_059,long_short,mom_126d,0.3,126,0.25719099101372245,0.2350939409973672,-0.2723957184678867,0.08743613454865007,0.023817228690434344,0.021262838305805255,
lo_060,long_short,mom_252d,0.05,5,0.2231725402015447,0.20373649123423326,-0.7678634490157703,0.028390571349809154,0.02180008203619277,0.11692233123002353,
lo_061,long_short,mom_252d,0.05,10,0.2426302297249611,0.22213900014110705,-0.7450504835117236,0.03743668556098871,0.027892220678291002,0.08103309325382904,
lo_062,long_short,mom_252d,0.05,21,0.29472622489592126,0.26788062356982184,-0.7157143192850767,0.061037190112242,0.04368519097225709,0.05537239027540031,
lo_063,long_short,mom_252d,0.05,42,0.27419489015305143,0.24904006860458813,-0.7019760221183496,0.0536360884889461,0.037651248039458185,0.03830158222800363,
lo_064,long_short,mom_252d,0.05,63,0.3105822052448968,0.28363708710726926,-0.53913599659611,0.08924884556036032,0.048117265296237166,0.03068474198908982,
lo_065,long_short,mom_252d,0.05,126,0.3031929854238217,0.27988620599303365,-0.532109188765651,0.08519070626811295,0.045330757602698446,0.02062309398764248,
lo_066,long_short,mom_252d,0.1,5,0.134376457931289,0.1206779974507612,-0.6927110815265315,0.005436196142786131,0.0037657133094597395,0.10394888991187726,
lo_067,long_short,mom_252d,0.1,10,0.19438651489743222,0.17592822307518757,-0.636588876826693,0.02828816310880451,0.018007929980924153,0.0726914104358924,
lo_068,long_short,mom_252d,0.1,21,0.21051015683821836,0.1894721058983555,-0.6599250924763134,0.03311772284314422,0.021855216309866865,0.05015683256891118,
lo_069,long_short,mom_252d,0.1,42,0.21019611966397841,0.18878215354360386,-0.6322432641865305,0.03462627439136969,0.021892228747818043,0.03524602364823253,
lo_070,long_short,mom_252d,0.1,63,0.21622925821205943,0.19635588660395092,-0.5031784455253774,0.04628128927277262,0.02328774719318405,0.028436350963371944,
lo_071,long_short,mom_252d,0.1,126,0.23307593540312838,0.21303100421925414,-0.5066066063852696,0.05268827593593295,0.02669222866819365,0.019593730311902577,
lo_072,long_short,mom_252d,0.15,5,0.11837653573937325,0.10628407850696568,-0.6043100155047512,0.0054699380838966576,0.0033055383682896178,0.09439035873690953,
lo_073,long_short,mom_252d,0.15,10,0.1661990459059996,0.14905642596027557,-0.5720102208790303,0.022860163973257866,0.013076247443674083,0.06663144443186099,
lo_074,long_short,mom_252d,0.15,21,0.19335973540791365,0.1743239008869199,-0.5764721118656437,0.032320197988495274,0.0186316927903436,0.045728426501441675,
lo_075,long_short,mom_252d,0.15,42,0.22155287026126771,0.19949313852004358,-0.550066755055713,0.044093916779328675,0.02425459772050198,0.032202169515835086,
lo_076,long_short,mom_252d,0.15,63,0.18709980457094497,0.1690813403449563,-0.43721418059369144,0.03990301595491814,0.01744616442394653,0.026042327023704098,
lo_077,long_short,mom_252d,0.15,126,0.22524131560386718,0.20469156374152397,-0.4775661036380451,0.05039207077645837,0.024065544894965818,0.01830550969282818,
lo_078,long_short,mom_252d,0.2,5,0.10290547939168823,0.0920899456684599,-0.5534871884462607,0.003864509381076834,0.002138956432056416,0.08722032856186322,
lo_079,long_short,mom_252d,0.2,10,0.13365917322128995,0.12010101751733313,-0.5190053247773445,0.015070122799146136,0.007821473977805304,0.06140657225770098,
lo_080,long_short,mom_252d,0.2,21,0.157605663829092,0.1417077194552613,-0.5361179845282844,0.022717615707422693,0.012179322346351551,0.04247965752676383,
lo_081,long_short,mom_252d,0.2,42,0.18318232067812854,0.16413103295640266,-0.5138703002096362,0.032517411746454394,0.01670973213619087,0.029679479138434668,
